timesteps 1000000, xdim = 120, ydim = 40, T = 0.2, coverage = 0.5
2400;0;2400
2400;0;2400
2400;0;2400
2400;0;2400
2400;1;2399
2400;2;2398
2400;2;2398
2400;2;2398
2400;3;2397
2400;3;2397
2400;3;2397
2400;4;2396
2400;4;2396
2400;5;2395
2400;5;2395
2400;5;2395
2400;5;2395
2400;7;2393
2400;7;2393
2400;8;2392
2400;8;2392
2400;8;2392
2400;9;2391
2400;9;2391
2400;9;2391
2400;9;2391
2400;9;2391
2400;10;2390
2400;11;2389
2400;11;2389
2400;11;2389
2400;12;2388
2400;13;2387
2400;14;2386
2400;15;2385
2400;16;2384
2400;16;2384
2400;18;2382
2400;19;2381
2400;19;2381
2400;18;2382
2400;18;2382
2400;19;2381
2400;18;2382
2400;18;2382
2400;18;2382
2400;17;2383
2400;17;2383
2400;18;2382
2400;18;2382
2400;18;2382
2400;18;2382
2400;19;2381
2400;20;2380
2400;19;2381
2400;19;2381
2400;19;2381
2400;19;2381
2400;21;2379
2400;20;2380
2400;19;2381
2400;21;2379
2400;21;2379
2400;20;2380
2400;21;2379
2400;21;2379
2400;21;2379
2400;22;2378
2400;24;2376
2400;24;2376
2400;24;2376
2400;25;2375
2400;25;2375
2400;25;2375
2400;25;2375
2400;26;2374
2400;24;2376
2400;24;2376
2400;25;2375
2400;26;2374
2400;27;2373
2400;27;2373
2400;26;2374
2400;26;2374
2400;26;2374
2400;26;2374
2400;26;2374
2400;26;2374
2400;27;2373
2400;28;2372
2400;28;2372
2400;28;2372
2400;28;2372
2400;28;2372
2400;27;2373
2400;27;2373
2400;27;2373
2400;27;2373
2400;27;2373
2400;28;2372
2400;29;2371
2400;29;2371
2400;30;2370
2400;30;2370
2400;31;2369
2400;31;2369
2400;31;2369
2400;31;2369
2400;31;2369
2400;32;2368
2400;33;2367
2400;33;2367
2400;33;2367
2400;33;2367
2400;36;2364
2400;35;2365
2400;38;2362
2400;38;2362
2400;41;2359
2400;44;2356
2400;43;2357
2400;45;2355
2400;46;2354
2400;47;2353
2400;46;2354
2400;47;2353
2400;49;2351
2400;50;2350
2400;50;2350
2400;50;2350
2400;53;2347
2400;52;2348
2400;53;2347
2400;55;2345
2400;56;2344
2400;57;2343
2400;58;2342
2400;59;2341
2400;58;2342
2400;57;2343
2400;58;2342
2400;59;2341
2400;61;2339
2400;60;2340
2400;58;2342
2400;58;2342
2400;59;2341
2400;61;2339
2400;61;2339
2400;60;2340
2400;61;2339
2400;60;2340
2400;61;2339
2400;62;2338
2400;61;2339
2400;62;2338
2400;61;2339
2400;64;2336
2400;63;2337
2400;63;2337
2400;64;2336
2400;66;2334
2400;64;2336
2400;65;2335
2400;65;2335
2400;66;2334
2400;68;2332
2400;68;2332
2400;69;2331
2400;67;2333
2400;68;2332
2400;68;2332
2400;69;2331
2400;66;2334
2400;66;2334
2400;66;2334
2400;65;2335
2400;67;2333
2400;69;2331
2400;69;2331
2400;70;2330
2400;70;2330
2400;70;2330
2400;70;2330
2400;69;2331
2400;68;2332
2400;70;2330
2400;71;2329
2400;71;2329
2400;71;2329
2400;72;2328
2400;72;2328
2400;73;2327
2400;74;2326
2400;74;2326
2400;73;2327
2400;72;2328
2400;73;2327
2400;71;2329
2400;71;2329
2400;71;2329
2400;72;2328
2400;71;2329
2400;72;2328
2400;72;2328
2400;72;2328
2400;72;2328
2400;71;2329
2400;74;2326
2400;74;2326
2400;74;2326
2400;75;2325
2400;75;2325
2400;74;2326
2400;75;2325
2400;76;2324
2400;78;2322
2400;78;2322
2400;78;2322
2400;78;2322
2400;78;2322
2400;78;2322
2400;78;2322
2400;79;2321
2400;78;2322
2400;79;2321
2400;80;2320
2400;81;2319
2400;82;2318
2400;83;2317
2400;83;2317
2400;84;2316
2400;85;2315
2400;85;2315
2400;87;2313
2400;87;2313
2400;86;2314
2400;87;2313
2400;86;2314
2400;86;2314
2400;87;2313
2400;88;2312
2400;89;2311
2400;88;2312
2400;89;2311
2400;89;2311
2400;89;2311
2400;89;2311
2400;89;2311
2400;90;2310
2400;88;2312
2400;89;2311
2400;89;2311
2400;91;2309
2400;90;2310
2400;91;2309
2400;92;2308
2400;92;2308
2400;93;2307
2400;93;2307
2400;95;2305
2400;94;2306
2400;93;2307
2400;93;2307
2400;96;2304
2400;96;2304
2400;97;2303
2400;97;2303
2400;95;2305
2400;95;2305
2400;95;2305
2400;99;2301
2400;98;2302
2400;98;2302
2400;98;2302
2400;99;2301
2400;99;2301
2400;100;2300
2400;99;2301
2400;99;2301
2400;97;2303
2400;97;2303
2400;97;2303
2400;98;2302
2400;98;2302
2400;98;2302
2400;100;2300
2400;100;2300
2400;99;2301
2400;99;2301
2400;99;2301
2400;100;2300
2400;98;2302
2400;98;2302
2400;99;2301
2400;99;2301
2400;102;2298
2400;102;2298
2400;104;2296
2400;103;2297
2400;100;2300
2400;100;2300
2400;101;2299
2400;101;2299
2400;102;2298
2400;102;2298
2400;102;2298
2400;100;2300
2400;99;2301
2400;99;2301
2400;101;2299
2400;102;2298
2400;103;2297
2400;102;2298
2400;104;2296
2400;103;2297
2400;103;2297
2400;102;2298
2400;104;2296
2400;104;2296
2400;102;2298
2400;101;2299
2400;100;2300
2400;100;2300
2400;100;2300
2400;100;2300
2400;99;2301
2400;99;2301
2400;99;2301
2400;99;2301
2400;98;2302
2400;99;2301
2400;99;2301
2400;99;2301
2400;99;2301
2400;99;2301
2400;100;2300
2400;101;2299
2400;100;2300
2400;100;2300
2400;100;2300
2400;99;2301
2400;100;2300
2400;101;2299
2400;100;2300
2400;101;2299
2400;101;2299
2400;101;2299
2400;103;2297
2400;102;2298
2400;104;2296
2400;104;2296
2400;103;2297
2400;105;2295
2400;104;2296
2400;103;2297
2400;102;2298
2400;101;2299
2400;102;2298
2400;103;2297
2400;105;2295
2400;105;2295
2400;104;2296
2400;104;2296
2400;105;2295
2400;105;2295
2400;105;2295
2400;106;2294
2400;106;2294
2400;106;2294
2400;107;2293
2400;107;2293
2400;106;2294
2400;106;2294
2400;107;2293
2400;106;2294
2400;108;2292
2400;108;2292
2400;108;2292
2400;108;2292
2400;109;2291
2400;108;2292
2400;111;2289
2400;111;2289
2400;114;2286
2400;114;2286
2400;113;2287
2400;115;2285
2400;113;2287
2400;114;2286
2400;115;2285
2400;115;2285
2400;116;2284
2400;117;2283
2400;118;2282
2400;118;2282
2400;117;2283
2400;118;2282
2400;116;2284
2400;118;2282
2400;118;2282
2400;119;2281
2400;118;2282
2400;117;2283
2400;116;2284
2400;118;2282
2400;118;2282
2400;116;2284
2400;117;2283
2400;117;2283
2400;118;2282
2400;117;2283
2400;117;2283
2400;119;2281
2400;119;2281
2400;119;2281
2400;119;2281
2400;119;2281
2400;119;2281
2400;118;2282
2400;116;2284
2400;116;2284
2400;117;2283
2400;117;2283
2400;115;2285
2400;115;2285
2400;115;2285
2400;116;2284
2400;117;2283
2400;116;2284
2400;117;2283
2400;116;2284
2400;115;2285
2400;114;2286
2400;114;2286
2400;113;2287
2400;113;2287
2400;114;2286
2400;112;2288
2400;113;2287
2400;113;2287
2400;112;2288
2400;113;2287
2400;112;2288
2400;112;2288
2400;112;2288
2400;113;2287
2400;115;2285
2400;113;2287
2400;114;2286
2400;114;2286
2400;115;2285
2400;114;2286
2400;114;2286
2400;115;2285
2400;115;2285
2400;115;2285
2400;117;2283
2400;115;2285
2400;117;2283
2400;116;2284
2400;115;2285
2400;115;2285
2400;115;2285
2400;115;2285
2400;115;2285
2400;115;2285
2400;117;2283
2400;116;2284
2400;117;2283
2400;116;2284
2400;117;2283
2400;116;2284
2400;116;2284
2400;116;2284
2400;116;2284
2400;116;2284
2400;119;2281
2400;120;2280
2400;120;2280
2400;121;2279
2400;123;2277
2400;123;2277
2400;124;2276
2400;125;2275
2400;126;2274
2400;125;2275
2400;125;2275
2400;126;2274
2400;126;2274
2400;127;2273
2400;126;2274
2400;125;2275
2400;125;2275
2400;125;2275
2400;126;2274
2400;126;2274
2400;126;2274
2400;126;2274
2400;126;2274
2400;127;2273
2400;126;2274
2400;124;2276
2400;126;2274
2400;126;2274
2400;125;2275
2400;122;2278
2400;122;2278
2400;124;2276
2400;125;2275
2400;123;2277
2400;124;2276
2400;122;2278
2400;122;2278
2400;123;2277
2400;124;2276
2400;122;2278
2400;123;2277
2400;123;2277
2400;123;2277
2400;123;2277
2400;124;2276
2400;122;2278
2400;120;2280
2400;120;2280
2400;120;2280
2400;120;2280
2400;122;2278
2400;123;2277
2400;123;2277
2400;123;2277
2400;122;2278
2400;122;2278
2400;122;2278
2400;122;2278
2400;122;2278
2400;123;2277
2400;124;2276
2400;124;2276
2400;125;2275
2400;126;2274
2400;127;2273
2400;127;2273
2400;127;2273
2400;127;2273
2400;127;2273
2400;127;2273
2400;125;2275
2400;124;2276
2400;126;2274
2400;126;2274
2400;126;2274
2400;126;2274
2400;126;2274
2400;129;2271
2400;128;2272
2400;129;2271
2400;130;2270
2400;131;2269
2400;132;2268
2400;131;2269
2400;129;2271
2400;128;2272
2400;129;2271
2400;130;2270
2400;129;2271
2400;130;2270
2400;129;2271
2400;130;2270
2400;131;2269
2400;131;2269
2400;130;2270
2400;133;2267
2400;132;2268
2400;132;2268
2400;129;2271
2400;130;2270
2400;131;2269
2400;131;2269
2400;129;2271
2400;129;2271
2400;130;2270
2400;130;2270
2400;131;2269
2400;128;2272
2400;126;2274
